id,code,name,misc_category_reference
partner_industry_classification_01462,01462,"Raising, breeding and production of ducks",A
partner_industry_classification_01463,01463,"Raising, breeding and production of geese",A
partner_industry_classification_01464,01464,"Raising, breeding and production of quails",A
partner_industry_classification_01465,01465,Raising and breeding of other poultry n.e.c.,A
partner_industry_classification_01466,01466,Production of chicken eggs,A
partner_industry_classification_01467,01467,Production of duck eggs,A
partner_industry_classification_01468,01468,Production of other poultry eggs n.e.c.,A
partner_industry_classification_01469,01469,Operation of poultry hatcheries,A
partner_industry_classification_01491,01491,"Raising, breeding and production of semi-domesticated",A
partner_industry_classification_01492,01492,"Production of fur skins, reptile or bird’s skin from ranching operation",A
partner_industry_classification_01493,01493,"Operation of worm farms, land mollusc farms, snail farms",A
partner_industry_classification_01494,01494,Raising of silk worms and production of silk worm cocoons,A
partner_industry_classification_01495,01495,Bee keeping and production of honey and beeswax,A
partner_industry_classification_01496,01496,Raising and breeding of pet animals,A
partner_industry_classification_01497,01497,Raising and breeding of swiflet,A
partner_industry_classification_01499,01499,Raising of diverse/other animals n.e.c.,A
partner_industry_classification_01500,01500,Mixed Farming,A
partner_industry_classification_01610,01610,Agricultural activities for crops production on a fee or contract basis,A
partner_industry_classification_01620,01620,Agricultural activities for animal production on a fee or contract basis,A
partner_industry_classification_01631,01631,Preparation of crops for primary markets,A
partner_industry_classification_01632,01632,Preparation of tobacco leaves,A
partner_industry_classification_01633,01633,Preparation of cocoa beans,A
partner_industry_classification_01634,01634,Sun-drying of fruits and vegetables,A
partner_industry_classification_01640,01640,Seed processing for propagation,A
partner_industry_classification_01701,01701,Hunting and trapping on a commercial basis,A
partner_industry_classification_01702,01702,Taking of animals (dead or alive),A
partner_industry_classification_02101,02101,"Planting, replanting, transplanting, thinning and conserving of forests and timber tracts",A
partner_industry_classification_02102,02102,"Growing of coppice, pulpwood and fire wood",A
partner_industry_classification_02103,02103,Operation of forest tree nurseries,A
partner_industry_classification_02104,02104,Collection and raising of wildings (peat swamp forest tree species),A
partner_industry_classification_02105,02105,Forest plantation,A
partner_industry_classification_02201,02201,Production of round wood for forest-based manufacturing industries,A
partner_industry_classification_02202,02202,Production of round wood used in an unprocessed form,A
partner_industry_classification_02203,02203,Production of charcoal in the forest (using traditional methods),A
partner_industry_classification_02204,02204,Rubber wood logging,A
partner_industry_classification_02301,02301,"Collection of rattan, bamboo",A
partner_industry_classification_02302,02302,Bird’s nest collection,A
partner_industry_classification_02303,02303,Wild sago palm collection,A
partner_industry_classification_02309,02309,Gathering of non-wood forest products n.e.c.,A
partner_industry_classification_02401,02401,Carrying out part of the forestry and forest plantation operation on a fee or contract basis for forestry service activities,A
partner_industry_classification_02402,02402,Carrying out part of the forestry operation on a fee or contract basis for logging service activities,A
partner_industry_classification_03111,03111,Fishing on a commercial basis in ocean and coastal waters,A
partner_industry_classification_03112,03112,Collection of marine crustaceans and molluscs,A
partner_industry_classification_03113,03113,"Taking of aquatic animals: sea squirts, tunicates, sea urchins",A
partner_industry_classification_03114,03114,Activities of vessels engaged both in fishing and in processing and preserving of fish,A
partner_industry_classification_03115,03115,"Gathering of other marine organisms and materials (natural pearls, sponges, coral and algae)",A
partner_industry_classification_03119,03119,Marine fishing n.e.c.,A
partner_industry_classification_03121,03121,Fishing on a commercial basis in inland waters,A
partner_industry_classification_03122,03122,Taking of freshwater crustaceans and molluscs,A
partner_industry_classification_03123,03123,Taking of freshwater aquatic animals,A
partner_industry_classification_03124,03124,Gathering of freshwater flora and fauna,A
partner_industry_classification_03129,03129,Freshwater fishing n.e.c.,A
partner_industry_classification_03211,03211,Fish farming in sea water,A
partner_industry_classification_03212,03212,"Production of bivalve spat (oyster, mussel), lobster lings, shrimp post-larvae, fish fry and fingerlings",A
partner_industry_classification_03213,03213,Growing of laver and other edible seaweeds,A
partner_industry_classification_03214,03214,"Culture of crustaceans, bivalves, other molluscs and other aquatic animals in sea water",A
partner_industry_classification_03215,03215,Aquaculture activities in brackish water,A
partner_industry_classification_03216,03216,Aquaculture activities in salt water filled tanks or reservoirs,A
partner_industry_classification_03217,03217,Operation of  hatcheries (marine),A
partner_industry_classification_03218,03218,Operation of marine worm farms for fish feed,A
partner_industry_classification_03219,03219,Marine aquaculture n.e.c.,A
partner_industry_classification_03221,03221,Fish farming in freshwater,A
partner_industry_classification_03222,03222,Shrimp farming in freshwater,A
partner_industry_classification_03223,03223,"Culture of freshwater crustaceans, bivalves, other molluscs and other aquatic animals",A
partner_industry_classification_03224,03224,Operation of hatcheries (freshwater),A
partner_industry_classification_03225,03225,Farming of frogs,A
partner_industry_classification_03229,03229,Freshwater aquaculture n.e.c.,A
partner_industry_classification_05100,05100,Mining of hard coal,B
partner_industry_classification_05200,05200,Mining of lignite (brown coal),B
partner_industry_classification_06101,06101,Extraction of crude petroleum oils,B
partner_industry_classification_06102,06102,Extraction of bituminous or oil shale and tar sand,B
partner_industry_classification_06103,06103,Production of crude petroleum from bituminous shale and sand,B
partner_industry_classification_06104,06104,Processes to obtain crude oils,B
partner_industry_classification_06201,06201,Production of crude gaseous hydrocarbon (natural gas),B
partner_industry_classification_06202,06202,Extraction of condensates,B
partner_industry_classification_06203,06203,Draining and separation of liquid hydrocarbon fractions,B
partner_industry_classification_06204,06204,Gas desulphurization,B
partner_industry_classification_06205,06205,"Mining of hydrocarbon liquids, obtain through liquefaction or pyrolysis",B
partner_industry_classification_07101,07101,Mining of ores valued chiefly for iron content,B
partner_industry_classification_07102,07102,Beneficiation and agglomeration of iron ores,B
partner_industry_classification_07210,07210,Mining of uranium and thorium ores,B
partner_industry_classification_07291,07291,Mining of tin ores,B
partner_industry_classification_07292,07292,Mining of copper,B
partner_industry_classification_07293,07293,Mining of bauxite (aluminium),B
partner_industry_classification_07294,07294,Mining of ilmenite,B
partner_industry_classification_07295,07295,Mining of gold,B
partner_industry_classification_07296,07296,Mining of silver,B
partner_industry_classification_07297,07297,Mining of platinum,B
partner_industry_classification_07298,07298,Amang retreatment,B
partner_industry_classification_07299,07299,Mining of other non-ferrous metal ores n.e.c.,B
partner_industry_classification_08101,08101,"Quarrying, rough trimming and sawing of monumental and building stone such as marble, granite (dimension stone), sandstone",B
partner_industry_classification_08102,08102,"Quarrying, crushing and breaking of limestone",B
partner_industry_classification_08103,08103,Mining of gypsum and anhydrite,B
partner_industry_classification_08104,08104,Mining of chalk and uncalcined dolomite,B
partner_industry_classification_08105,08105,"Extraction and dredging of industrial sand, sand for construction and gravel",B
partner_industry_classification_08106,08106,Breaking and crushing of stone and gravel,B
partner_industry_classification_08107,08107,Quarrying of sand,B
partner_industry_classification_08108,08108,"Mining of clays, refractory clays and kaolin",B
partner_industry_classification_08109,08109,"Quarrying, crushing and breaking of granite",B
partner_industry_classification_08911,08911,Mining of natural phosphates,B
partner_industry_classification_08912,08912,Mining of natural potassium salts,B
partner_industry_classification_08913,08913,Mining of native sulphur,B
partner_industry_classification_08914,08914,"Extraction and preparation of pyrites and pyrrhotite, except roasting",B
partner_industry_classification_08915,08915,Mining of natural barium sulphate and carbonate (barytes and witherite),B
partner_industry_classification_08916,08916,"Mining of natural borates, natural magnesium sulphates (kieserite)",B
partner_industry_classification_08917,08917,"Mining of earth colours, fluorspar and other minerals valued chiefly as a source of chemicals",B
partner_industry_classification_08918,08918,Guano mining,B
partner_industry_classification_08921,08921,Peat digging,B
partner_industry_classification_08922,08922,Peat agglomeration,B
partner_industry_classification_08923,08923,Preparation of peat to improve quality or facilitate transport or storage,B
partner_industry_classification_08931,08931,Extraction of salt from underground,B
partner_industry_classification_08932,08932,Salt production by evaporation of sea water or other saline waters,B
partner_industry_classification_08933,08933,"Crushing, purification and refining of salt by the producer",B
partner_industry_classification_08991,08991,Mining and quarrying of abrasive materials,B
partner_industry_classification_08992,08992,Mining and quarrying of asbestos,B
partner_industry_classification_08993,08993,Mining and quarrying of siliceous fossil meals,B
partner_industry_classification_08994,08994,Mining and quarrying of natural graphite,B
partner_industry_classification_08995,08995,Mining and quarrying of steatite (talc),B
partner_industry_classification_08996,08996,Mining and quarrying of gemstones,B
partner_industry_classification_08999,08999,Other mining and quarrying n.e.c.,B
partner_industry_classification_09101,09101,Oil and gas extraction service activities provided on a fee or contract basis,B
partner_industry_classification_09102,09102,Oil and gas field fire fighting services,B
partner_industry_classification_09900,09900,Support activities for other mining and quarrying,B
partner_industry_classification_10101,10101,Processing and preserving of meat and production of meat products,C
partner_industry_classification_10102,10102,Processing and preserving of poultry and poultry products,C
partner_industry_classification_10103,10103,Production of hides and skins originating from slaughterhouses,C
partner_industry_classification_10104,10104,"Operation of slaughterhouses engaged in killing, houses dressing or packing meat",C
partner_industry_classification_10109,10109,Processing and preserving of meat n.e.c.,C
partner_industry_classification_10201,10201,"Canning of fish, crustaceans and mollusks",C
partner_industry_classification_10202,10202,"Processing, curing and preserving of fish, crustacean and molluscs",C
partner_industry_classification_10203,10203,Production of fish meals for human consumption or animal feed,C
partner_industry_classification_10204,10204,Production of keropok including keropok lekor,C
partner_industry_classification_10205,10205,Processing of seaweed,C
partner_industry_classification_10301,10301,Manufacture of fruits and vegetable food products,C
partner_industry_classification_10302,10302,Manufacture of fruit and vegetable juices,C
partner_industry_classification_10303,10303,Pineapple canning,C
partner_industry_classification_10304,10304,"Manufacture of jams, marmalades and table jellies",C
partner_industry_classification_10305,10305,Manufacture of nuts and nut products,C
partner_industry_classification_10306,10306,Manufacture of bean curd products,C
partner_industry_classification_10401,10401,Manufacture of crude palm oil,C
partner_industry_classification_10402,10402,Manufacture of refined palm oil,C
partner_industry_classification_10403,10403,Manufacture of palm kernel oil,C
partner_industry_classification_10404,10404,Manufacture of crude and refined vegetable oil,C
partner_industry_classification_10405,10405,Manufacture of coconut oil,C
partner_industry_classification_10406,10406,Manufacture of compound cooking fats,C
partner_industry_classification_10407,10407,Manufacture of animal oils and fats,C
partner_industry_classification_10501,10501,Manufacture of ice cream and other edible ice such as sorbet,C
partner_industry_classification_10502,10502,"Manufacture of condensed, powdered and evaporated milk",C
partner_industry_classification_10509,10509,Manufacture of other dairy products n.e.c.,C
partner_industry_classification_10611,10611,Rice milling,C
partner_industry_classification_10612,10612,Provision of milling services,C
partner_industry_classification_10613,10613,Flour milling,C
partner_industry_classification_10619,10619,Manufacture of grain mill products n.e.c.,C
partner_industry_classification_10621,10621,Manufacture of starches and starch products,C
partner_industry_classification_10622,10622,"Manufacture of glucose, glucose syrup, maltose, inulin",C
partner_industry_classification_10623,10623,Manufacture of sago and tapioca flour/products,C
partner_industry_classification_10711,10711,Manufacture of biscuits and cookies,C
partner_industry_classification_10712,10712,"Manufacture of bread, cakes and other bakery products",C
partner_industry_classification_10713,10713,Manufacture of snack products,C
partner_industry_classification_10714,10714,Manufacture of frozen bakery products,C
partner_industry_classification_10721,10721,Manufacture of sugar,C
partner_industry_classification_10722,10722,Manufacture of sugar products,C
partner_industry_classification_10731,10731,Manufacture of cocoa products,C
partner_industry_classification_10732,10732,Manufacture of chocolate and chocolate products,C
partner_industry_classification_10733,10733,Manufacture of sugar confectionery,C
partner_industry_classification_10741,10741,"Manufacture of meehoon, noodles and other related products",C
partner_industry_classification_10742,10742,Manufacture of pastas,C
partner_industry_classification_10750,10750,Manufacture of prepared meals and dishes,C
partner_industry_classification_10791,10791,Manufacture of coffee,C
partner_industry_classification_10792,10792,Manufacture of tea,C
partner_industry_classification_10793,10793,Manufacture of sauces and condiments,C
partner_industry_classification_10794,10794,Manufacture of spices and curry powder,C
partner_industry_classification_10795,10795,Manufacture of egg products,C
partner_industry_classification_10799,10799,Manufacture of other food products n.e.c.,C
partner_industry_classification_10800,10800,Manufacture of prepared animal feeds,C
partner_industry_classification_11010,11010,"Distilling, rectifying and blending of spirits",C
partner_industry_classification_11020,11020,Manufacture of wines,C
partner_industry_classification_11030,11030,Manufacture of malt liquors and malt,C
partner_industry_classification_11041,11041,Manufacture of soft drinks,C
partner_industry_classification_11042,11042,Production of natural mineral water and other bottled water,C
partner_industry_classification_12000,12000,MANUFACTURE OF TOBACCO PRODUCTS,C
partner_industry_classification_13110,13110,Preparation and spinning of textile fibres,C
partner_industry_classification_13120,13120,Weaving of textiles,C
partner_industry_classification_13131,13131,Batik making,C
partner_industry_classification_13132,13132,"Dyeing, bleaching, printing and finishing of yarns and fabrics",C
partner_industry_classification_13139,13139,Other finishing textiles,C
partner_industry_classification_13910,13910,Manufacture of knitted and crocheted fabrics,C
partner_industry_classification_13921,13921,"Manufacture of made-up articles of any textile materials, including of knitted or crocheted fabrics",C
partner_industry_classification_13922,13922,Manufacture of made-up furnishing articles,C
partner_industry_classification_13930,13930,Manufacture of carpets and rugs,C
partner_industry_classification_13940,13940,"Manufacture of cordage, rope, twine and netting",C
partner_industry_classification_13990,13990,Manufacture of other textiles n.e.c.,C
partner_industry_classification_14101,14101,Manufacture of specific wearing apparel,C
partner_industry_classification_14102,14102,Manufacture of clothings,C
partner_industry_classification_14103,14103,Custom tailoring,C
partner_industry_classification_14109,14109,Manufacture of other clothing accessories,C
partner_industry_classification_14200,14200,Manufacture of articles made of fur skins,C
partner_industry_classification_14300,14300,Manufacture of knitted and crocheted apparel,C
partner_industry_classification_15110,15110,Tanning and dressing of leather; dressing and dyeing of fur,C
partner_industry_classification_15120,15120,"Manufacture of luggage, handbags and the like, saddlery and harness",C
partner_industry_classification_15201,15201,Manufacture of leather footwear,C
partner_industry_classification_15202,15202,Manufacture of plastic footwear,C
partner_industry_classification_15203,15203,Manufacture of rubber footwear,C
partner_industry_classification_15209,15209,Manufacture of other footwear n.e.c.,C
partner_industry_classification_16211,16211,Manufacture of veneer sheets and plywood,C
partner_industry_classification_16221,16221,Manufacture of builders' carpentry,C
partner_industry_classification_16222,16222,Manufacture of joinery wood products,C
partner_industry_classification_16230,16230,Manufacture of wooden containers,C
partner_industry_classification_16291,16291,Manufacture of wood charcoal,C
partner_industry_classification_16292,16292,"Manufacture of other products of wood, cane, articles of cork, straw and plaiting materials",C
partner_industry_classification_17010,17010,"Manufacture of pulp, paper and paperboard",C
partner_industry_classification_17020,17020,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,C
partner_industry_classification_17091,17091,Manufacture of envelopes and letter-card,C
partner_industry_classification_17092,17092,Manufacture of household and personal hygiene paper,C
partner_industry_classification_17093,17093,Manufacture of gummed or adhesive paper in strips or rolls and labels and wall paper,C
partner_industry_classification_17094,17094,"Manufacture of effigies, funeral paper goods, joss paper",C
partner_industry_classification_17099,17099,Manufacture of other articles of paper and paperboard n.e.c.,C
partner_industry_classification_18110,18110,Printing,C
partner_industry_classification_18120,18120,Service activities related to printing,C
partner_industry_classification_18200,18200,Reproduction of recorded media,C
partner_industry_classification_19100,19100,Manufacture of coke oven products,C
partner_industry_classification_19201,19201,Manufacture of refined petroleum products,C
partner_industry_classification_19202,19202,Manufacture of bio-diesel products,C
partner_industry_classification_20111,20111,Manufacture of liquefied or compressed inorganic industrial or medical gases,C
partner_industry_classification_20112,20112,Manufacture of basic organic chemicals,C
partner_industry_classification_20113,20113,Manufacture of inorganic compounds,C
partner_industry_classification_20119,20119,Manufacture of other basic chemicals n.e.c.,C
partner_industry_classification_20121,20121,Manufacture of fertilizers,C
partner_industry_classification_20129,20129,Manufacture of associated nitrogen products,C
partner_industry_classification_20131,20131,Manufacture of plastic in primary forms,C
partner_industry_classification_20132,20132,"Manufacture of synthetic rubber in primary forms: synthetic rubber, factice",C
partner_industry_classification_20133,20133,Manufacture of mixtures of synthetic rubber and natural rubber or rubber - like gums,C
partner_industry_classification_20210,20210,Manufacture of pesticides and other agrochemical products,C
partner_industry_classification_20221,20221,"Manufacture of paints, varnishes and similar coatings ink and mastics",C
partner_industry_classification_20222,20222,Manufacture of printing ink,C
partner_industry_classification_20231,20231,"Manufacture of soap and detergents, cleaning and polishing preparations",C
partner_industry_classification_20232,20232,Manufacture of perfumes and toilet preparations,C
partner_industry_classification_20291,20291,"Manufacture of photographic plates, films, sensitized paper and other sensitized unexposed materials",C
partner_industry_classification_20292,20292,Manufacture of writing and drawing ink,C
partner_industry_classification_20299,20299,Manufacture of other chemical products n.e.c.,C
partner_industry_classification_20300,20300,Manufacture of man-made fibres,C
partner_industry_classification_21001,21001,Manufacture of medicinal active substances to be used for their pharmacological properties in the manufacture of medicaments,C
partner_industry_classification_21002,21002,Processing of blood,C
partner_industry_classification_21003,21003,Manufacture of medicaments,C
partner_industry_classification_21004,21004,Manufacture of chemical contraceptive products,C
partner_industry_classification_21005,21005,Manufacture of medical diagnostic preparation,C
partner_industry_classification_21006,21006,Manufacture of radioactive in-vivo diagnostic substances,C
partner_industry_classification_21007,21007,Manufacture of biotech pharmaceuticals,C
partner_industry_classification_21009,21009,"Manufacture of other pharmaceuticals, medicinal chemical and botanical products n.e.c.",C
partner_industry_classification_22111,22111,Manufacture of rubber tyres for vehicles,C
partner_industry_classification_22112,22112,Manufacture of interchangeable tyre treads and retreading rubber tyres,C
partner_industry_classification_22191,22191,"Manufacture of other products of natural or synthetic rubber, unvulcanized, vulcanized or hardened",C
partner_industry_classification_22192,22192,Manufacture of rubber gloves,C
partner_industry_classification_22193,22193,Rubber remilling and latex processing,C
partner_industry_classification_22199,22199,Manufacture of other rubber products n.e.c,C
partner_industry_classification_22201,22201,Manufacture of semi-manufactures of plastic products,C
partner_industry_classification_22202,22202,Manufacture of finished plastic products,C
partner_industry_classification_22203,22203,Manufacture of plastic articles for the packing of goods,C
partner_industry_classification_22204,22204,Manufacture of builders' plastics ware,C
partner_industry_classification_22205,22205,"Manufacture of plastic tableware, kitchenware and toilet articles",C
partner_industry_classification_22209,22209,Manufacture of diverse plastic products n.e.c.,C
partner_industry_classification_23101,23101,"Manufacture of flat glass, including wired, coloured or tinted flat glass",C
partner_industry_classification_23102,23102,"Manufacture of laboratory, hygienic or pharmaceutical glassware",C
partner_industry_classification_23109,23109,Manufacture of other glass products n.e.c.,C
partner_industry_classification_x,,Manufacture of non-metallic mineral products n.e.c.,C
partner_industry_classification_23911,23911,Manufacture of refractory mortars and concretes,C
partner_industry_classification_23912,23912,Manufacture of refractory ceramic goods,C
partner_industry_classification_23921,23921,Manufacture of non-refractory ceramic,C
partner_industry_classification_23929,23929,Manufacture of other clay building materials,C
partner_industry_classification_23930,23930,Manufacture of other porcelain and ceramic products,C
partner_industry_classification_23941,23941,Manufacture of hydraulic cement,C
partner_industry_classification_23942,23942,Manufacture of lime and plaster,C
partner_industry_classification_23951,23951,Manufacture of ready-mix and dry-mix concrete and mortars,C
partner_industry_classification_23952,23952,"Manufacture of precast concrete, cement or artificial stone articles for use in construction",C
partner_industry_classification_23953,23953,"Manufacture of prefabricated structural components for building or civil engineering of cement, concrete or artificial stone",C
partner_industry_classification_23959,23959,"Manufacture of other articles of concrete, cement and plaster n.e.c.",C
partner_industry_classification_23960,23960,"Cutting, shaping and finishing of stone",C
partner_industry_classification_23990,23990,Manufacture of other non-metallic mineral products n.e.c.,C
partner_industry_classification_24101,24101,"Production of pig iron and spiegeleisen in pigs, blocks or other primary forms",C
partner_industry_classification_24102,24102,Production of bars and rods of stainless steel or other alloy steel,C
partner_industry_classification_24103,24103,"Manufacture of seamless tubes, by hot rolling, hot extrusion or hot drawing, or by cold drawing or cold rolling",C
partner_industry_classification_24104,24104,Manufacture of steel tube fittings,C
partner_industry_classification_24109,24109,Manufacture of other basic iron and steel products n.e.c.,C
partner_industry_classification_24201,24201,Tin smelting,C
partner_industry_classification_24202,24202,Production of aluminium from alumina,C
partner_industry_classification_24209,24209,Manufacture of other basic precious and other non-ferrous metals n.e.c.,C
partner_industry_classification_24311,24311,Casting of iron,C
partner_industry_classification_24312,24312,Casting of steel,C
partner_industry_classification_24320,24320,Casting of non-ferrous metals,C
partner_industry_classification_25111,25111,Manufacture of industrial frameworks in metal,C
partner_industry_classification_25112,25112,Manufacture of prefabricated buildings mainly of metal,C
partner_industry_classification_25113,25113,"Manufacture of metal doors, windows and their frames, shutters and gates",C
partner_industry_classification_25119,25119,Manufacture of other structural metal products,C
partner_industry_classification_25120,25120,"Manufacture of tanks, reservoirs and containers of metal",C
partner_industry_classification_25130,25130,"Manufacture of steam generators, except central heating hot water boilers",C
partner_industry_classification_25200,25200,Manufacture of weapons and ammunition,C
partner_industry_classification_25910,25910,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",C
partner_industry_classification_25920,25920,Treatment and coating of metals; machining,C
partner_industry_classification_25930,25930,"Manufacture of cutlery, hand tools and general hardware",C
partner_industry_classification_25991,25991,"Manufacture of tins and cans for food products, collapsible tubes and boxes",C
partner_industry_classification_25992,25992,"Manufacture of metal cable, plaited bands and similar articles",C
partner_industry_classification_25993,25993,"Manufacture of bolts, screws, nuts and similar threaded products",C
partner_industry_classification_25994,25994,Manufacture of metal household articles,C
partner_industry_classification_25999,25999,Manufacture of any other fabricated metal products n.e.c.,C
partner_industry_classification_26101,26101,"Manufacture of diodes, transistors and similar semiconductor devices",C
partner_industry_classification_26102,26102,Manufacture electronic integrated circuits micro assemblies,C
partner_industry_classification_26103,26103,Manufacture of electrical capacitors and resistors,C
partner_industry_classification_26104,26104,Manufacture of printed circuit boards,C
partner_industry_classification_26105,26105,Manufacture of display components,C
partner_industry_classification_26109,26109,Manufacture of other components for electronic applications,C
partner_industry_classification_26201,26201,Manufacture of computers,C
partner_industry_classification_26202,26202,Manufacture of peripheral equipment,C
partner_industry_classification_26300,26300,Manufacture of communication equipment,C
partner_industry_classification_26400,26400,Manufacture of consumer electronics,C
partner_industry_classification_26511,26511,"Manufacture of measuring, testing, navigating and control equipment",C
partner_industry_classification_26512,26512,Manufacture of industrial process control equipment,C
partner_industry_classification_26520,26520,Manufacture of watches and clocks and parts,C
partner_industry_classification_26600,26600,"Manufacture of irradiation, electro medical and electrotherapeutic equipment",C
partner_industry_classification_26701,26701,Manufacture of optical instruments and equipment,C
partner_industry_classification_26702,26702,Manufacture of photographic equipment,C
partner_industry_classification_26800,26800,Manufacture of magnetic and optical recording media,C
partner_industry_classification_27101,27101,"Manufacture of electric motors, generators and transformers",C
partner_industry_classification_27102,27102,Manufacture of electricity distribution and control apparatus,C
partner_industry_classification_27200,27200,Manufacture of batteries and accumulators,C
partner_industry_classification_27310,27310,Manufacture of fibre optic cables,C
partner_industry_classification_27320,27320,Manufacture of other electronic and electric wires and cables,C
partner_industry_classification_27330,27330,Manufacture of current-carrying and non current-carrying wiring devices for electrical circuits regardless of material,C
partner_industry_classification_27400,27400,Manufacture of electric lighting equipment,C
partner_industry_classification_27500,27500,Manufacture of domestic appliances,C
partner_industry_classification_27900,27900,"Manufacture of miscellaneous electrical equipment other than motors, generators and transformers, batteries and accumulators, wires and wiring devices, lighting equipment or domestic appliances",C
partner_industry_classification_28110,28110,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",C
partner_industry_classification_28120,28120,Manufacture of fluid power equipment,C
partner_industry_classification_28130,28130,"Manufacture of other pumps, compressors, taps and valves",C
partner_industry_classification_28140,28140,"Manufacture of bearings, gears, gearing and driving elements",C
partner_industry_classification_28150,28150,"Manufacture of ovens, furnaces and furnace burners",C
